ID_Usuario;Sexo;Nome;Idade;Email;Telefone; Renda_anual ; Valor_Em_Compras ;Score_Fidelidade;Regi�o;Fequencia_de_compra;M�dia_salarial_Mensal;Valor_Unitario_M�dio;Data_da_Compra;M�s_da_Compra;Ano_da_Compra
27;F;Ad�rito;47;Ad�rito@email.com;(27) 36653-9212;R$ 67.000,00;530;3,1;Oeste;23;R$ 5.583,33;R$ 23,04;17/09/2023;Setembro;2023
450;F;Usuário_450;67;usuario450@exemplo.com;+55 12172-9285;R$ 175.766,39;R$ 17.825;9,1;Sul;7;R$ 14.647,20;R$ 2.546,46;20/01/2020;Janeiro;2020
755;F;Usuário_305;25;usuario305@exemplo.com;+55 48210-6346;R$ 179.059,57;R$ 61,00;1,3;Centro-Oeste;6;R$ 14.921,63;R$ 10,17;17/02/2019;Fevereiro;2019
321;M;Usuário_321;70;usuario321@exemplo.com;+55 50718-1656;R$ 168.976,09;R$ 12.319;8,8;Sul;3;R$ 14.081,34;R$ 4.106,20;25/02/2019;Fevereiro;2019
292;F;Usuário_292;53;usuario292@exemplo.com;+55 70366-8851;R$ 93.826,75;R$ 7.956;3;Sudeste;1;R$ 7.818,90;R$ 7.955,91;22/03/2022;Mar�o;2022
319;F;Usuário_319;41;usuario319@exemplo.com;+55 96283-8977;R$ 70.977,94;R$ 643;5;Centro-Oeste;9;R$ 5.914,83;R$ 71,46;01/02/2021;Fevereiro;2021
326;F;Usuário_326;20;usuario326@exemplo.com;+55 49925-4340;R$ 187.253,86;R$ 16.341;1,8;Norte;8;R$ 15.604,49;R$ 2.042,64;22/02/2019;Fevereiro;2019
742;F;Usuário_292;53;usuario292@exemplo.com;+55 70366-8851;R$ 93.826,75;R$ 281,00;2,1;Sudeste;1;R$ 7.818,90;R$ 281,00;22/03/2022;Mar�o;2022
315;M;Usuário_315;21;usuario315@exemplo.com;+55 99313-8835;R$ 43.895,48;R$ 3.679;5,7;Sudeste;11;R$ 3.657,96;R$ 334,48;23/01/2018;Janeiro;2018
771;M;Usuário_321;70;usuario321@exemplo.com;+55 50718-1656;R$ 168.976,09;R$ 114,00;8,6;Sul;3;R$ 14.081,34;R$ 38,00;25/02/2019;Fevereiro;2019
177;M;Guilherme;54;Guilherme@email.com;(22) 62156-4154;R$ 74.000,00;630;5,4;Sul;27;R$ 6.166,67;R$ 23,33;13/08/2023;Agosto;2023
272;F;Usuário_272;60;usuario272@exemplo.com;+55 47455-9225;R$ 190.167,71;R$ 6.663;6,8;Nordeste;6;R$ 15.847,31;R$ 1.110,52;28/03/2022;Mar�o;2022
765;M;Usuário_315;21;usuario315@exemplo.com;+55 99313-8835;R$ 43.895,48;R$ 400,00;8,2;Sudeste;11;R$ 3.657,96;R$ 36,36;23/01/2018;Janeiro;2018
439;M;Usuário_439;24;usuario439@exemplo.com;+55 28479-5782;R$ 129.606,42;R$ 19.894;2,1;Centro-Oeste;10;R$ 10.800,54;R$ 1.989,43;17/01/2022;Janeiro;2022
882;M;Usuário_432;63;usuario432@exemplo.com;+55 89036-3367;R$ 99.206,58;R$ 180,00;7,5;Sul;8;R$ 8.267,22;R$ 22,50;17/01/2022;Janeiro;2022
31;F;Adilson;40;Adilson@email.com;(82) 60659-5391;R$ 60.000,00;450;2,1;Leste;22;R$ 5.000,00;R$ 20,45;21/09/2023;Setembro;2023
682;M;Usuário_682;21;usuario682@exemplo.com;+55 27916-9237;R$ 124.400,40;R$ 5.824;1,8;Sul;5;R$ 10.366,70;R$ 1.164,73;01/02/2021;Fevereiro;2021
722;F;Usuário_272;60;usuario272@exemplo.com;+55 47455-9225;R$ 190.167,71;R$ 148,00;1,9;Nordeste;6;R$ 15.847,31;R$ 24,67;28/03/2022;Mar�o;2022
584;M;Usuário_584;49;usuario584@exemplo.com;+55 52434-8452;R$ 123.331,22;R$ 10.056;6,4;Sudeste;12;R$ 10.277,60;R$ 838,01;27/02/2019;Fevereiro;2019
776;F;Usuário_326;20;usuario326@exemplo.com;+55 49925-4340;R$ 187.253,86;R$ 796,00;1,1;Norte;8;R$ 15.604,49;R$ 99,50;22/02/2019;Fevereiro;2019
622;M;Usuário_622;58;usuario622@exemplo.com;+55 99999-3574;R$ 106.423,21;R$ 6.898;2,1;Sudeste;12;R$ 8.868,60;R$ 574,80;27/01/2018;Janeiro;2018
900;F;Usuário_450;67;usuario450@exemplo.com;+55 12172-9285;R$ 175.766,39;R$ 560,00;6,4;Sul;7;R$ 14.647,20;R$ 80,00;20/01/2020;Janeiro;2020
889;M;Usuário_439;24;usuario439@exemplo.com;+55 28479-5782;R$ 129.606,42;R$ 806,00;4,4;Centro-Oeste;10;R$ 10.800,54;R$ 80,60;17/01/2022;Janeiro;2022
358;F;Usuário_358;51;usuario358@exemplo.com;+55 91540-1593;R$ 170.841,01;R$ 3.328;8,1;Nordeste;11;R$ 14.236,75;R$ 302,52;23/02/2019;Fevereiro;2019
202;M;Irineu;49;Irineu@email.com;(13) 39502-1089;R$ 69.000,00;590;1,5;Oeste;24;R$ 5.750,00;R$ 24,58;13/08/2023;Agosto;2023
412;M;Usuário_412;29;usuario412@exemplo.com;+55 56962-1796;R$ 166.915,63;R$ 14.354;5,7;Centro-Oeste;12;R$ 13.909,64;R$ 1.196,13;25/01/2022;Janeiro;2022
1072;M;Usuário_622;58;usuario622@exemplo.com;+55 99999-3574;R$ 106.423,21;R$ 584,00;9,3;Sudeste;12;R$ 8.868,60;R$ 48,67;27/01/2018;Janeiro;2018
808;F;Usuário_358;51;usuario358@exemplo.com;+55 91540-1593;R$ 170.841,01;R$ 673,00;8,2;Nordeste;11;R$ 14.236,75;R$ 61,18;23/02/2019;Fevereiro;2019
769;F;Usuário_319;41;usuario319@exemplo.com;+55 96283-8977;R$ 70.977,94;R$ 797,00;9,5;Centro-Oeste;9;R$ 5.914,83;R$ 88,56;01/02/2021;Fevereiro;2021
1132;M;Usuário_682;21;usuario682@exemplo.com;+55 27916-9237;R$ 124.400,40;R$ 88,00;9;Sul;5;R$ 10.366,70;R$ 17,60;01/02/2021;Fevereiro;2021
70;F;Chiara;48;Chiara@email.com;(66) 51700-4517;R$ 68.000,00;550;4,6;Oeste;24;R$ 5.666,67;R$ 22,92;25/09/2023;Setembro;2023
232;F;Ivanna;49;Ivanna@email.com;(21) 53002-3068;R$ 69.000,00;590;2,2;Oeste;24;R$ 5.750,00;R$ 24,58;28/09/2023;Setembro;2023
429;M;Usuário_429;46;usuario429@exemplo.com;+55 89484-6801;R$ 142.448,06;R$ 2.729;2,6;Norte;6;R$ 11.870,67;R$ 454,77;02/02/2021;Fevereiro;2021
451;F;Usuário_451;30;usuario451@exemplo.com;+55 36970-5285;R$ 159.989,62;R$ 2.635;3,5;Sudeste;3;R$ 13.332,47;R$ 878,34;13/02/2018;Fevereiro;2018
484;F;Usuário_484;58;usuario484@exemplo.com;+55 74910-7081;R$ 181.217,47;R$ 12.171;2,2;Centro-Oeste;5;R$ 15.101,46;R$ 2.434,19;11/04/2022;Abril;2022
377;M;Usuário_377;20;usuario377@exemplo.com;+55 41686-1993;R$ 113.488,15;R$ 18.923;4,5;Sul;11;R$ 9.457,35;R$ 1.720,24;13/08/2023;Agosto;2023
879;M;Usuário_429;46;usuario429@exemplo.com;+55 89484-6801;R$ 142.448,06;R$ 918,00;2,2;Norte;6;R$ 11.870,67;R$ 153,00;02/02/2021;Fevereiro;2021
20;F;Ad�lio;46;Ad�lio@email.com;(51) 60381-8676;R$ 66.000,00;510;7,2;Norte;22;R$ 5.500,00;R$ 23,18;30/09/2023;Setembro;2023
24;F;Ademir;44;Ademir@email.com;(97) 71239-7471;R$ 63.000,00;460;5,4;Norte;21;R$ 5.250,00;R$ 21,90;01/10/2023;Outubro;2023
901;F;Usuário_451;30;usuario451@exemplo.com;+55 36970-5285;R$ 159.989,62;R$ 820,00;10;Sudeste;3;R$ 13.332,47;R$ 273,33;13/02/2018;Fevereiro;2018
541;M;Usuário_541;31;usuario541@exemplo.com;+55 97540-3507;R$ 26.424,36;R$ 16.243;3,1;Nordeste;12;R$ 2.202,03;R$ 1.353,55;03/02/2021;Fevereiro;2021
934;F;Usuário_484;58;usuario484@exemplo.com;+55 74910-7081;R$ 181.217,47;R$ 709,00;1,2;Centro-Oeste;5;R$ 15.101,46;R$ 141,80;11/04/2022;Abril;2022
862;M;Usuário_412;29;usuario412@exemplo.com;+55 56962-1796;R$ 166.915,63;R$ 601,00;3,2;Centro-Oeste;12;R$ 13.909,64;R$ 50,08;25/01/2022;Janeiro;2022
506;F;Usuário_506;28;usuario506@exemplo.com;+55 66206-1734;R$ 123.161,46;R$ 1.296;7;Sul;2;R$ 10.263,46;R$ 648,10;20/02/2018;Fevereiro;2018
1034;M;Usuário_584;49;usuario584@exemplo.com;+55 52434-8452;R$ 123.331,22;R$ 887,00;6,1;Sudeste;12;R$ 10.277,60;R$ 73,92;27/02/2019;Fevereiro;2019
991;M;Usuário_541;31;usuario541@exemplo.com;+55 97540-3507;R$ 26.424,36;R$ 130,00;2,8;Nordeste;12;R$ 2.202,03;R$ 10,83;03/02/2021;Fevereiro;2021
483;F;Usuário_483;65;usuario483@exemplo.com;+55 13488-1017;R$ 126.283,12;R$ 8.753;7,6;Centro-Oeste;7;R$ 10.523,59;R$ 1.250,47;04/02/2021;Fevereiro;2021
933;F;Usuário_483;65;usuario483@exemplo.com;+55 13488-1017;R$ 126.283,12;R$ 632,00;5,1;Centro-Oeste;7;R$ 10.523,59;R$ 90,29;04/02/2021;Fevereiro;2021
316;M;Usuário_316;39;usuario316@exemplo.com;+55 75347-8356;R$ 27.552,98;R$ 13.601;2,2;Norte;12;R$ 2.296,08;R$ 1.133,38;18/02/2022;Fevereiro;2022
561;F;Usuário_561;50;usuario561@exemplo.com;+55 54796-4179;R$ 101.093,41;R$ 5.766;4,9;Sul;10;R$ 8.424,45;R$ 576,59;08/03/2019;Mar�o;2019
956;F;Usuário_506;28;usuario506@exemplo.com;+55 66206-1734;R$ 123.161,46;R$ 411,00;1,4;Sul;2;R$ 10.263,46;R$ 205,50;20/02/2018;Fevereiro;2018
574;M;Usuário_574;61;usuario574@exemplo.com;+55 89055-4479;R$ 149.878,56;R$ 17.445;8,7;Nordeste;2;R$ 12.489,88;R$ 8.722,36;18/03/2019;Mar�o;2019
687;F;Usuário_687;39;usuario687@exemplo.com;+55 11077-7848;R$ 189.961,54;R$ 3.362;9,7;Sul;10;R$ 15.830,13;R$ 336,17;01/10/2023;Outubro;2023
281;M;Usuário_281;48;usuario281@exemplo.com;+55 95394-8623;R$ 122.621,19;R$ 12.532;7,7;Centro-Oeste;6;R$ 10.218,43;R$ 2.088,72;22/01/2020;Janeiro;2020
370;F;Usuário_370;46;usuario370@exemplo.com;+55 62574-5089;R$ 110.282,81;R$ 8.689;1,3;Nordeste;12;R$ 9.190,23;R$ 724,11;20/04/2022;Abril;2022
1011;F;Usuário_561;50;usuario561@exemplo.com;+55 54796-4179;R$ 101.093,41;R$ 888,00;3,4;Sul;10;R$ 8.424,45;R$ 88,80;08/03/2019;Mar�o;2019
689;F;Usuário_689;32;usuario689@exemplo.com;+55 50197-6063;R$ 79.620,00;R$ 2.487;4,1;Sul;8;R$ 6.635,00;R$ 310,93;22/02/2018;Fevereiro;2018
731;M;Usuário_281;48;usuario281@exemplo.com;+55 95394-8623;R$ 122.621,19;R$ 811,00;2,4;Centro-Oeste;6;R$ 10.218,43;R$ 135,17;22/01/2020;Janeiro;2020
1139;F;Usuário_689;32;usuario689@exemplo.com;+55 50197-6063;R$ 79.620,00;R$ 124,00;4,3;Sul;8;R$ 6.635,00;R$ 15,50;22/02/2018;Fevereiro;2018
467;M;Usuário_467;60;usuario467@exemplo.com;+55 49088-6177;R$ 108.894,62;R$ 13.176;8,1;Sudeste;12;R$ 9.074,55;R$ 1.098,00;06/02/2021;Fevereiro;2021
766;M;Usuário_316;39;usuario316@exemplo.com;+55 75347-8356;R$ 27.552,98;R$ 723,00;3,1;Norte;12;R$ 2.296,08;R$ 60,25;18/02/2022;Fevereiro;2022
1137;F;Usuário_687;39;usuario687@exemplo.com;+55 11077-7848;R$ 189.961,54;R$ 99,00;8,9;Sul;10;R$ 15.830,13;R$ 9,90;01/10/2023;Outubro;2023
466;M;Usuário_466;35;usuario466@exemplo.com;+55 23268-6224;R$ 171.388,52;R$ 18.981;8,9;Centro-Oeste;7;R$ 14.282,38;R$ 2.711,58;03/03/2022;Mar�o;2022
917;M;Usuário_467;60;usuario467@exemplo.com;+55 49088-6177;R$ 108.894,62;R$ 822,00;2,5;Sudeste;12;R$ 9.074,55;R$ 68,50;06/02/2021;Fevereiro;2021
647;M;Usuário_647;36;usuario647@exemplo.com;+55 79891-6832;R$ 162.318,93;R$ 19.356;7,2;Sudeste;11;R$ 13.526,58;R$ 1.759,68;23/01/2020;Janeiro;2020
489;M;Usuário_489;67;usuario489@exemplo.com;+55 34711-7259;R$ 110.791,29;R$ 911;5,3;Nordeste;3;R$ 9.232,61;R$ 303,56;25/02/2018;Fevereiro;2018
820;F;Usuário_370;46;usuario370@exemplo.com;+55 62574-5089;R$ 110.282,81;R$ 101,00;9,6;Nordeste;12;R$ 9.190,23;R$ 8,42;20/04/2022;Abril;2022
508;F;Usuário_508;70;usuario508@exemplo.com;+55 43569-9805;R$ 194.036,73;R$ 5.150;7;Nordeste;7;R$ 16.169,73;R$ 735,72;01/05/2022;Maio;2022
958;F;Usuário_508;70;usuario508@exemplo.com;+55 43569-9805;R$ 194.036,73;R$ 533,00;2,9;Nordeste;7;R$ 16.169,73;R$ 76,14;01/05/2022;Maio;2022
939;M;Usuário_489;67;usuario489@exemplo.com;+55 34711-7259;R$ 110.791,29;R$ 892,00;1,7;Nordeste;3;R$ 9.232,61;R$ 297,33;25/02/2018;Fevereiro;2018
1024;M;Usuário_574;61;usuario574@exemplo.com;+55 89055-4479;R$ 149.878,56;R$ 461,00;6,3;Nordeste;2;R$ 12.489,88;R$ 230,50;18/03/2019;Mar�o;2019
1097;M;Usuário_647;36;usuario647@exemplo.com;+55 79891-6832;R$ 162.318,93;R$ 544,00;8,7;Sudeste;11;R$ 13.526,58;R$ 49,45;23/01/2020;Janeiro;2020
276;F;Usuário_276;62;usuario276@exemplo.com;+55 70199-4624;R$ 73.325,84;R$ 7.686;6,1;Norte;5;R$ 6.110,49;R$ 1.537,28;06/03/2018;Mar�o;2018
287;F;Usuário_287;51;usuario287@exemplo.com;+55 92080-6448;R$ 137.064,20;R$ 3.101;6,7;Sul;9;R$ 11.422,02;R$ 344,58;13/05/2022;Maio;2022
827;M;Usuário_377;20;usuario377@exemplo.com;+55 41686-1993;R$ 113.488,15;R$ 393,00;7,3;Sul;11;R$ 9.457,35;R$ 35,73;13/08/2023;Agosto;2023
572;F;Usuário_572;69;usuario572@exemplo.com;+55 71230-7673;R$ 82.251,42;R$ 4.131;9,1;Sudeste;12;R$ 6.854,29;R$ 344,22;14/03/2019;Mar�o;2019
225;F;Iva;33;Iva@email.com;(96) 86794-3609;R$ 53.000,00;380;7,9;Sul;18;R$ 4.416,67;R$ 21,11;04/10/2023;Outubro;2023
638;M;Usuário_638;34;usuario638@exemplo.com;+55 95126-6299;R$ 53.209,09;R$ 19.972;3,8;Centro-Oeste;3;R$ 4.434,09;R$ 6.657,37;01/04/2019;Abril;2019
607;F;Usuário_607;38;usuario607@exemplo.com;+55 22839-9441;R$ 108.576,17;R$ 12.279;5,3;Nordeste;4;R$ 9.048,01;R$ 3.069,74;26/01/2020;Janeiro;2020
667;F;Usuário_667;49;usuario667@exemplo.com;+55 51733-9498;R$ 50.339,11;R$ 1.590;7,1;Nordeste;3;R$ 4.194,93;R$ 530,08;23/02/2021;Fevereiro;2021
38;F;Bet�nia;48;Bet�nia@email.com;(31) 69664-1524;R$ 68.000,00;550;2,7;Norte;24;R$ 5.666,67;R$ 22,92;06/10/2023;Outubro;2023
726;F;Usuário_276;62;usuario276@exemplo.com;+55 70199-4624;R$ 73.325,84;R$ 420,00;8,6;Norte;5;R$ 6.110,49;R$ 84,00;06/03/2018;Mar�o;2018
525;M;Usuário_525;46;usuario525@exemplo.com;+55 88876-8344;R$ 91.341,29;R$ 16.330;5,2;Centro-Oeste;1;R$ 7.611,77;R$ 16.329,95;17/03/2018;Mar�o;2018
1057;F;Usuário_607;38;usuario607@exemplo.com;+55 22839-9441;R$ 108.576,17;R$ 767,00;1,7;Nordeste;4;R$ 9.048,01;R$ 191,75;26/01/2020;Janeiro;2020
1117;F;Usuário_667;49;usuario667@exemplo.com;+55 51733-9498;R$ 50.339,11;R$ 533,00;7,1;Nordeste;3;R$ 4.194,93;R$ 177,67;23/02/2021;Fevereiro;2021
975;M;Usuário_525;46;usuario525@exemplo.com;+55 88876-8344;R$ 91.341,29;R$ 927,00;9,4;Centro-Oeste;1;R$ 7.611,77;R$ 927,00;17/03/2018;Mar�o;2018
916;M;Usuário_466;35;usuario466@exemplo.com;+55 23268-6224;R$ 171.388,52;R$ 136,00;5,4;Centro-Oeste;7;R$ 14.282,38;R$ 19,43;03/03/2022;Mar�o;2022
1088;M;Usuário_638;34;usuario638@exemplo.com;+55 95126-6299;R$ 53.209,09;R$ 922,00;1,4;Centro-Oeste;3;R$ 4.434,09;R$ 307,33;01/04/2019;Abril;2019
233;F;Ivanne;26;Ivanne@email.com;(89) 42150-1750;R$ 44.000,00;240;6,3;Norte;14;R$ 3.666,67;R$ 17,14;07/10/2023;Outubro;2023
582;M;Usuário_582;37;usuario582@exemplo.com;+55 28163-4158;R$ 122.642,30;R$ 13.814;8,3;Sudeste;5;R$ 10.220,19;R$ 2.762,85;20/03/2018;Mar�o;2018
171;M;Griffin;24;Griffin@email.com;(92) 58664-2048;R$ 32.000,00;170;9,7;Sul;11;R$ 2.666,67;R$ 15,45;18/08/2023;Agosto;2023
271;F;Usuário_271;58;usuario271@exemplo.com;+55 60034-3737;R$ 166.381,95;R$ 15.608;7,5;Nordeste;2;R$ 13.865,16;R$ 7.803,98;02/03/2021;Mar�o;2021
141;M;Evany;24;Evany@email.com;(95) 32470-6299;R$ 32.000,00;170;7,5;Sul;11;R$ 2.666,67;R$ 15,45;19/08/2023;Agosto;2023
245;M;Usuário_245;47;usuario245@exemplo.com;+55 83724-4676;R$ 179.336,85;R$ 2.135;1,8;Sul;7;R$ 14.944,74;R$ 305,01;20/08/2023;Agosto;2023
597;M;Usuário_597;42;usuario597@exemplo.com;+55 37062-3662;R$ 35.999,32;R$ 5.307;9,5;Nordeste;1;R$ 2.999,94;R$ 5.306,93;02/04/2019;Abril;2019
1032;M;Usuário_582;37;usuario582@exemplo.com;+55 28163-4158;R$ 122.642,30;R$ 685,00;2,3;Sudeste;5;R$ 10.220,19;R$ 137,00;20/03/2018;Mar�o;2018
721;F;Usuário_271;58;usuario271@exemplo.com;+55 60034-3737;R$ 166.381,95;R$ 184,00;6,1;Nordeste;2;R$ 13.865,16;R$ 92,00;02/03/2021;Mar�o;2021
519;F;Usuário_519;45;usuario519@exemplo.com;+55 23224-6462;R$ 21.057,56;R$ 10.554;2,2;Sul;7;R$ 1.754,80;R$ 1.507,72;07/03/2021;Mar�o;2021
617;M;Usuário_617;43;usuario617@exemplo.com;+55 50864-3203;R$ 188.435,72;R$ 5.246;3,7;Sul;6;R$ 15.702,98;R$ 874,30;28/01/2020;Janeiro;2020
154;F;Evdokia;51;Evdokia@email.com;(67) 53118-3883;R$ 71.000,00;600;3,9;Oeste;25;R$ 5.916,67;R$ 24,00;08/10/2023;Outubro;2023
1067;M;Usuário_617;43;usuario617@exemplo.com;+55 50864-3203;R$ 188.435,72;R$ 418,00;6,1;Sul;6;R$ 15.702,98;R$ 69,67;28/01/2020;Janeiro;2020
695;M;Usuário_245;47;usuario245@exemplo.com;+55 83724-4676;R$ 179.336,85;R$ 539,00;1,1;Sul;7;R$ 14.944,74;R$ 77,00;20/08/2023;Agosto;2023
304;F;Usuário_304;37;usuario304@exemplo.com;+55 50869-4128;R$ 120.198,15;R$ 13.596;3,8;Centro-Oeste;7;R$ 10.016,51;R$ 1.942,32;03/02/2020;Fevereiro;2020
1047;M;Usuário_597;42;usuario597@exemplo.com;+55 37062-3662;R$ 35.999,32;R$ 550,00;8,8;Nordeste;1;R$ 2.999,94;R$ 550,00;02/04/2019;Abril;2019
969;F;Usuário_519;45;usuario519@exemplo.com;+55 23224-6462;R$ 21.057,56;R$ 117,00;2,9;Sul;7;R$ 1.754,80;R$ 16,71;07/03/2021;Mar�o;2021
618;M;Usuário_618;60;usuario618@exemplo.com;+55 48066-3431;R$ 115.137,86;R$ 16.172;4,1;Centro-Oeste;12;R$ 9.594,82;R$ 1.347,67;04/03/2022;Mar�o;2022
542;F;Usuário_542;43;usuario542@exemplo.com;+55 95084-6183;R$ 22.617,34;R$ 6.609;6,4;Sudeste;9;R$ 1.884,78;R$ 734,38;28/03/2018;Mar�o;2018
1022;F;Usuário_572;69;usuario572@exemplo.com;+55 71230-7673;R$ 82.251,42;R$ 229,00;2,9;Sudeste;12;R$ 6.854,29;R$ 19,08;14/03/2019;Mar�o;2019
621;F;Usuário_621;70;usuario621@exemplo.com;+55 29636-5691;R$ 177.353,19;R$ 4.544;3,4;Nordeste;7;R$ 14.779,43;R$ 649,19;12/03/2021;Mar�o;2021
1068;M;Usuário_618;60;usuario618@exemplo.com;+55 48066-3431;R$ 115.137,86;R$ 940,00;5,2;Centro-Oeste;12;R$ 9.594,82;R$ 78,33;04/03/2022;Mar�o;2022
754;F;Usuário_304;37;usuario304@exemplo.com;+55 50869-4128;R$ 120.198,15;R$ 343,00;2,1;Centro-Oeste;7;R$ 10.016,51;R$ 49,00;03/02/2020;Fevereiro;2020
560;M;Usuário_560;55;usuario560@exemplo.com;+55 63303-3365;R$ 154.526,61;R$ 8.077;1,1;Sul;4;R$ 12.877,22;R$ 2.019,34;03/04/2019;Abril;2019
1071;F;Usuário_621;70;usuario621@exemplo.com;+55 29636-5691;R$ 177.353,19;R$ 53,00;9,4;Nordeste;7;R$ 14.779,43;R$ 7,57;12/03/2021;Mar�o;2021
550;F;Usuário_550;34;usuario550@exemplo.com;+55 23954-6218;R$ 137.044,16;R$ 11.672;9,7;Nordeste;9;R$ 11.420,35;R$ 1.296,86;21/03/2021;Mar�o;2021
588;F;Usuário_588;34;usuario588@exemplo.com;+55 86304-7538;R$ 173.523,46;R$ 2.181;8;Nordeste;12;R$ 14.460,29;R$ 181,75;21/03/2019;Mar�o;2019
1010;M;Usuário_560;55;usuario560@exemplo.com;+55 63303-3365;R$ 154.526,61;R$ 448,00;9,1;Sul;4;R$ 12.877,22;R$ 112,00;03/04/2019;Abril;2019
992;F;Usuário_542;43;usuario542@exemplo.com;+55 95084-6183;R$ 22.617,34;R$ 567,00;4,6;Sudeste;9;R$ 1.884,78;R$ 63,00;28/03/2018;Mar�o;2018
244;M;Usuário_244;38;usuario244@exemplo.com;+55 15401-9970;R$ 81.725,57;R$ 8.602;8,4;Centro-Oeste;1;R$ 6.810,46;R$ 8.602,28;03/04/2022;Abril;2022
737;F;Usuário_287;51;usuario287@exemplo.com;+55 92080-6448;R$ 137.064,20;R$ 989,00;6,1;Sul;9;R$ 11.422,02;R$ 109,89;13/05/2022;Maio;2022
518;F;Usuário_518;23;usuario518@exemplo.com;+55 97810-5775;R$ 21.226,03;R$ 13.600;8,5;Norte;11;R$ 1.768,84;R$ 1.236,34;08/10/2023;Outubro;2023
1000;F;Usuário_550;34;usuario550@exemplo.com;+55 23954-6218;R$ 137.044,16;R$ 885,00;2,1;Nordeste;9;R$ 11.420,35;R$ 98,33;21/03/2021;Mar�o;2021
259;M;Usuário_259;51;usuario259@exemplo.com;+55 33729-6225;R$ 184.027,97;R$ 13.337;7,3;Norte;10;R$ 15.335,66;R$ 1.333,69;09/04/2019;Abril;2019
654;M;Usuário_654;46;usuario654@exemplo.com;+55 43906-1414;R$ 24.382,77;R$ 18.979;2,1;Sul;1;R$ 2.031,90;R$ 18.979,48;01/04/2018;Abril;2018
1038;F;Usuário_588;34;usuario588@exemplo.com;+55 86304-7538;R$ 173.523,46;R$ 253,00;1,5;Nordeste;12;R$ 14.460,29;R$ 21,08;21/03/2019;Mar�o;2019
165;M;Godfrey;33;Godfrey@email.com;(77) 04102-2848;R$ 53.000,00;380;9,9;Sul;18;R$ 4.416,67;R$ 21,11;22/08/2023;Agosto;2023
291;M;Usuário_291;26;usuario291@exemplo.com;+55 89399-5520;R$ 55.833,46;R$ 13.611;9,3;Centro-Oeste;11;R$ 4.652,79;R$ 1.237,37;15/02/2020;Fevereiro;2020
460;F;Usuário_460;60;usuario460@exemplo.com;+55 99005-1414;R$ 195.094,91;R$ 18.676;7,2;Sudeste;3;R$ 16.257,91;R$ 6.225,30;22/03/2021;Mar�o;2021
910;F;Usuário_460;60;usuario460@exemplo.com;+55 99005-1414;R$ 195.094,91;R$ 265,00;2,1;Sudeste;3;R$ 16.257,91;R$ 88,33;22/03/2021;Mar�o;2021
395;M;Usuário_395;46;usuario395@exemplo.com;+55 61410-8758;R$ 107.318,09;R$ 560;8,5;Nordeste;12;R$ 8.943,17;R$ 46,68;27/08/2023;Agosto;2023
694;M;Usuário_244;38;usuario244@exemplo.com;+55 15401-9970;R$ 81.725,57;R$ 749,00;1,4;Centro-Oeste;1;R$ 6.810,46;R$ 749,00;03/04/2022;Abril;2022
344;F;Usuário_344;40;usuario344@exemplo.com;+55 91925-7200;R$ 175.056,02;R$ 15.043;6,9;Nordeste;10;R$ 14.588,00;R$ 1.504,28;19/05/2022;Maio;2022
741;M;Usuário_291;26;usuario291@exemplo.com;+55 89399-5520;R$ 55.833,46;R$ 920,00;6,4;Centro-Oeste;11;R$ 4.652,79;R$ 83,64;15/02/2020;Fevereiro;2020
317;M;Usuário_317;70;usuario317@exemplo.com;+55 11705-3739;R$ 108.049,53;R$ 15.322;5;Norte;10;R$ 9.004,13;R$ 1.532,23;09/04/2022;Abril;2022
558;F;Usuário_558;28;usuario558@exemplo.com;+55 21862-1799;R$ 97.171,39;R$ 19.895;3;Sudeste;8;R$ 8.097,62;R$ 2.486,92;25/03/2021;Mar�o;2021
968;F;Usuário_518;23;usuario518@exemplo.com;+55 97810-5775;R$ 21.226,03;R$ 211,00;5,1;Norte;11;R$ 1.768,84;R$ 19,18;08/10/2023;Outubro;2023
22;F;Adelson;52;Adelson@email.com;(83) 11513-5571;R$ 72.000,00;610;8,2;Sul;26;R$ 6.000,00;R$ 23,46;10/10/2023;Outubro;2023
767;M;Usuário_317;70;usuario317@exemplo.com;+55 11705-3739;R$ 108.049,53;R$ 644,00;8,1;Norte;10;R$ 9.004,13;R$ 64,40;09/04/2022;Abril;2022
1104;M;Usuário_654;46;usuario654@exemplo.com;+55 43906-1414;R$ 24.382,77;R$ 944,00;4,1;Sul;1;R$ 2.031,90;R$ 944,00;01/04/2018;Abril;2018
398;F;Usuário_398;58;usuario398@exemplo.com;+55 91585-7176;R$ 59.820,44;R$ 7.581;7,9;Nordeste;9;R$ 4.985,04;R$ 842,36;02/04/2018;Abril;2018
848;F;Usuário_398;58;usuario398@exemplo.com;+55 91585-7176;R$ 59.820,44;R$ 766,00;2,2;Nordeste;9;R$ 4.985,04;R$ 85,11;02/04/2018;Abril;2018
709;M;Usuário_259;51;usuario259@exemplo.com;+55 33729-6225;R$ 184.027,97;R$ 842,00;9,7;Norte;10;R$ 15.335,66;R$ 84,20;09/04/2019;Abril;2019
33;F;Adnan;43;Adnan@email.com;(58) 98994-3163;R$ 64.000,00;470;1,5;Sul;21;R$ 5.333,33;R$ 22,38;10/10/2023;Outubro;2023
1008;F;Usuário_558;28;usuario558@exemplo.com;+55 21862-1799;R$ 97.171,39;R$ 191,00;9,8;Sudeste;8;R$ 8.097,62;R$ 23,88;25/03/2021;Mar�o;2021
